scientific_name,common_name,full_shade,part_shade,full_sun,low_moisture,medium_moisture,high_moisture,bloom,height,width,habits,pollinator_rating,bird_rating,spread_rating,deer_resistance_rating,moisture_source,moisture_source_detail,shade_source,shade_source_detail,habit_source,habit_source_detail,usda_source,wiki_source,wildflower_source
Sisyrinchium bellum,Western Blue-Eyed Grass,no,yes,no,yes,yes,no,late spring,"6""-18""","6""-12""",flower-or-herb,4,4,7,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SIBE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SIBE,https://plants.usda.gov/plant-profile/SIBE,https://en.wikipedia.org/wiki/Sisyrinchium_bellum,https://www.wildflower.org/plants/result.php?id_plant=SIBE
Sisyrinchium californicum,Golden Blue-Eyed Grass,no,no,yes,no,no,yes,late spring,"6""-18""",1'-2',flower-or-herb,6,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SICA8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SICA8,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SICA8,https://plants.usda.gov/plant-profile/SICA8,https://en.wikipedia.org/wiki/Sisyrinchium_californicum,https://www.wildflower.org/plants/result.php?id_plant=SICA8
Sisyrinchium idahoense,Idaho Blue-Eyed Grass,yes,no,no,no,yes,no,late spring,"6""-12""","6""-12""",flower-or-herb,5,2,5,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SIID,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SIID,https://plants.usda.gov/plant-profile/SIID,https://en.wikipedia.org/wiki/Sisyrinchium_idahoense,https://www.wildflower.org/plants/result.php?id_plant=SIID
Sisyrinchium montanum,Strict Blue-Eyed Grass,yes,yes,yes,yes,yes,no,late spring,"6""-12""","12""-18""",flower-or-herb,5,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SIMO2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SIMO2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SIMO2,https://plants.usda.gov/plant-profile/SIMO2,https://en.wikipedia.org/wiki/Sisyrinchium_montanum,https://www.wildflower.org/plants/result.php?id_plant=SIMO2
Sium suave,Hemlock Waterparsnip,no,yes,yes,no,yes,yes,late spring,3'-6',3'-6',flower-or-herb,5,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SISU2,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SISU2,https://plants.usda.gov/plant-profile/SISU2,https://en.wikipedia.org/wiki/Sium_suave,https://www.wildflower.org/plants/result.php?id_plant=SISU2
Smilacina racemosa,Feathery False Lily of the Valley,yes,yes,no,no,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,5,4,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=MARAR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=MARAR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=MARAR,https://plants.usda.gov/plant-profile/MARAR,https://en.wikipedia.org/wiki/Smilacina_racemosa,https://www.wildflower.org/plants/result.php?id_plant=MARAR
Smilacina stellata,Starry False Lily of the Valley,yes,yes,no,yes,yes,no,late spring,2'-3',"12""-18""",flower-or-herb,5,4,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=MAST4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=MAST4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=MAST4,https://plants.usda.gov/plant-profile/MAST4,https://en.wikipedia.org/wiki/Smilacina_stellata,https://www.wildflower.org/plants/result.php?id_plant=MAST4
Smilax bona-nox,Saw Greenbrier,yes,no,no,yes,yes,no,late spring,6'-10',3'-6',"shrub,vine",5,5,9,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SMBO2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SMBO2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SMBO2,https://plants.usda.gov/plant-profile/SMBO2,https://en.wikipedia.org/wiki/Smilax_bona-nox,https://www.wildflower.org/plants/result.php?id_plant=SMBO2
Smilax rotundifolia,Roundleaf Greenbrier,yes,yes,yes,no,yes,no,late spring,3'-6',3'-6',"shrub,vine",7,5,9,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SMRO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SMRO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SMRO,https://plants.usda.gov/plant-profile/SMRO,https://en.wikipedia.org/wiki/Smilax_rotundifolia,https://www.wildflower.org/plants/result.php?id_plant=SMRO
Smilax tamnoides,Bristly Greenbrier,yes,yes,no,no,yes,yes,late spring,3'-10',3'-6',"shrub,vine",5,5,9,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SMTA2,https://plants.usda.gov/plant-profile/SMTA2,https://en.wikipedia.org/wiki/Smilax_tamnoides,https://www.wildflower.org/plants/result.php?id_plant=SMTA2
Solanum mammosum,Nipplefruit,no,yes,yes,no,yes,no,late spring,6'-8',6'-8',"flower-or-herb,shrub",2,4,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOMA2,https://plants.usda.gov/plant-profile/SOMA2,https://en.wikipedia.org/wiki/Solanum_mammosum,
Solidago altissima,Canada Goldenrod,no,yes,yes,no,yes,no,late summer,3'-6',"18""-24""",flower-or-herb,7,7,6,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOAL6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOAL6,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOAL6,https://plants.usda.gov/plant-profile/SOAL6,https://en.wikipedia.org/wiki/Solidago_altissima,https://www.wildflower.org/plants/result.php?id_plant=SOAL6
Solidago caesia,Wreath Goldenrod,no,yes,yes,yes,no,no,late summer,3'-6',"18""-24""",flower-or-herb,7,5,7,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOCA4,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOCA4,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOCA4,https://plants.usda.gov/plant-profile/SOCA4,https://en.wikipedia.org/wiki/Solidago_caesia,https://www.wildflower.org/plants/result.php?id_plant=SOCA4
Solidago californica,California Goldenrod,no,no,yes,yes,yes,no,late summer,2'-6',2'-3',flower-or-herb,7,7,7,6,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOCA5,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOCA5,https://plants.usda.gov/plant-profile/SOCA5,https://en.wikipedia.org/wiki/Solidago_californica,https://www.wildflower.org/plants/result.php?id_plant=SOCA5
Solidago fistulosa,Pine Barren Goldenrod,yes,no,no,no,yes,yes,late summer,2'-4',"18""-24""",flower-or-herb,8,6,6,8,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOFI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOFI,https://plants.usda.gov/plant-profile/SOFI,https://en.wikipedia.org/wiki/Solidago_fistulosa,https://www.wildflower.org/plants/result.php?id_plant=SOFI
Solidago flexicaulis,Zigzag Goldenrod,yes,yes,yes,no,yes,no,late summer,2'-5',"18""-24""",flower-or-herb,7,6,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOFL2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOFL2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOFL2,https://plants.usda.gov/plant-profile/SOFL2,https://en.wikipedia.org/wiki/Solidago_flexicaulis,https://www.wildflower.org/plants/result.php?id_plant=SOFL2
Solidago gigantea,Giant Goldenrod,no,yes,no,no,yes,yes,late summer,4'-8',3'-6',flower-or-herb,7,7,8,8,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOGI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOGI,https://plants.usda.gov/plant-profile/SOGI,https://en.wikipedia.org/wiki/Solidago_gigantea,https://www.wildflower.org/plants/result.php?id_plant=SOGI
Solidago missouriensis,Missouri Goldenrod,no,no,yes,yes,yes,no,late summer,3'-6',"18""-24""",flower-or-herb,7,7,6,7,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOMI2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOMI2,https://plants.usda.gov/plant-profile/SOMI2,https://en.wikipedia.org/wiki/Solidago_missouriensis,https://www.wildflower.org/plants/result.php?id_plant=SOMI2
Solidago multiradiata,Rocky Mountain Goldenrod,no,yes,no,yes,no,no,late summer,1'-3',"12""-18""","flower-or-herb,shrub",7,7,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOMU,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOMU,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOMU,https://plants.usda.gov/plant-profile/SOMU,https://en.wikipedia.org/wiki/Solidago_multiradiata,https://www.wildflower.org/plants/result.php?id_plant=SOMU
Solidago nemoralis,Gray Goldenrod,yes,yes,yes,yes,no,no,late summer,2'-4',"18""-24""",flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SONE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SONE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SONE,https://plants.usda.gov/plant-profile/SONE,https://en.wikipedia.org/wiki/Solidago_nemoralis,https://www.wildflower.org/plants/result.php?id_plant=SONE
Solidago odora,Anisescented Goldenrod,no,no,yes,no,yes,no,late summer,3'-6',"18""-24""",flower-or-herb,7,7,8,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOOD,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOOD,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOOD,https://plants.usda.gov/plant-profile/SOOD,https://en.wikipedia.org/wiki/Solidago_odora,https://www.wildflower.org/plants/result.php?id_plant=SOOD
Solidago ohioensis,Ohio Goldenrod,yes,yes,yes,no,yes,yes,late summer,3'-6',"18""-24""",flower-or-herb,7,7,7,7,ChatGPT,gpt-4-1106-preview,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=OLOH,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=OLOH,https://plants.usda.gov/plant-profile/OLOH,https://en.wikipedia.org/wiki/Solidago_ohioensis,https://www.wildflower.org/plants/result.php?id_plant=OLOH
Solidago patula,Roundleaf Goldenrod,yes,yes,yes,no,yes,yes,late summer,2'-5',"18""-24""",flower-or-herb,7,7,4,5,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOPA2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOPA2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOPA2,https://plants.usda.gov/plant-profile/SOPA2,https://en.wikipedia.org/wiki/Solidago_patula,https://www.wildflower.org/plants/result.php?id_plant=SOPA2
Solidago rigida,Stiff Goldenrod,yes,yes,yes,yes,yes,no,late summer,3'-6',"18""-36""",flower-or-herb,8,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=OLRIR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=OLRIR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=OLRIR,https://plants.usda.gov/plant-profile/OLRIR,https://en.wikipedia.org/wiki/Solidago_rigida,https://www.wildflower.org/plants/result.php?id_plant=OLRIR
Solidago rugosa,Wrinkleleaf Goldenrod,no,no,yes,no,no,yes,late summer,2'-4',"18""-24""",flower-or-herb,8,5,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SORU2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SORU2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SORU2,https://plants.usda.gov/plant-profile/SORU2,https://en.wikipedia.org/wiki/Solidago_rugosa,https://www.wildflower.org/plants/result.php?id_plant=SORU2
Solidago sempervirens,Seaside Goldenrod,no,no,yes,no,yes,no,late summer,3'-6',2'-3',flower-or-herb,8,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOSE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOSE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOSE,https://plants.usda.gov/plant-profile/SOSE,https://en.wikipedia.org/wiki/Solidago_sempervirens,https://www.wildflower.org/plants/result.php?id_plant=SOSE
Solidago simplex,Mt. Albert Goldenrod,no,yes,yes,no,yes,yes,late summer,2'-5',"18""-24""","flower-or-herb,shrub",7,7,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOSI3,https://plants.usda.gov/plant-profile/SOSI3,https://en.wikipedia.org/wiki/Solidago_simplex,https://www.wildflower.org/plants/result.php?id_plant=SOSI3
Solidago speciosa,Showy Goldenrod,no,yes,no,no,yes,no,late summer,3'-6',"18""-24""",flower-or-herb,7,8,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOSP2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOSP2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOSP2,https://plants.usda.gov/plant-profile/SOSP2,https://en.wikipedia.org/wiki/Solidago_speciosa,https://www.wildflower.org/plants/result.php?id_plant=SOSP2
Solidago uliginosa,Bog Goldenrod,no,yes,yes,no,yes,yes,late summer,2'-4',2'-3',flower-or-herb,7,7,6,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOUL,https://plants.usda.gov/plant-profile/SOUL,https://en.wikipedia.org/wiki/Solidago_uliginosa,https://www.wildflower.org/plants/result.php?id_plant=SOUL
Solidago ulmifolia,Elmleaf Goldenrod,no,no,yes,yes,no,no,late summer,2'-5',"18""-24""",flower-or-herb,8,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOUL2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOUL2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOUL2,https://plants.usda.gov/plant-profile/SOUL2,https://en.wikipedia.org/wiki/Solidago_ulmifolia,https://www.wildflower.org/plants/result.php?id_plant=SOUL2
Solidago velutina,Threenerve Goldenrod,no,yes,yes,no,yes,yes,late summer,2'-5',"18""-36""","flower-or-herb,shrub",8,5,7,7,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOVE6,https://plants.usda.gov/plant-profile/SOVE6,https://en.wikipedia.org/wiki/Solidago_velutina,https://www.wildflower.org/plants/result.php?id_plant=SOVE6
Sophora chrysophylla,Mamani,no,yes,yes,yes,yes,no,late spring,10'-20',10'-20',"shrub,tree",8,7,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOCH,https://plants.usda.gov/plant-profile/SOCH,https://en.wikipedia.org/wiki/Sophora_chrysophylla,https://www.wildflower.org/plants/result.php?id_plant=SOCH
Sorbus sitchensis,Western Mountain Ash,yes,yes,yes,no,yes,no,late spring,20'-40',15'-20',tree,7,7,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOSI2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SOSI2,"USDA, adjusted","https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SOSI2, removed shrub",https://plants.usda.gov/plant-profile/SOSI2,https://en.wikipedia.org/wiki/Sorbus_sitchensis,https://www.wildflower.org/plants/result.php?id_plant=SOSI2
Sorghastrum nutans,Indiangrass,yes,yes,yes,yes,yes,no,late summer,4'-8',2'-3',grass,8,7,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SONU2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SONU2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SONU2,https://plants.usda.gov/plant-profile/SONU2,https://en.wikipedia.org/wiki/Sorghastrum_nutans,https://www.wildflower.org/plants/result.php?id_plant=SONU2
Spartina alterniflora,Smooth Cordgrass,no,no,yes,no,no,yes,late summer,3'-6',3'-6',grass,7,8,9,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAL,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAL,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPAL,https://plants.usda.gov/plant-profile/SPAL,https://en.wikipedia.org/wiki/Spartina_alterniflora,https://www.wildflower.org/plants/result.php?id_plant=SPAL
Spartina bakeri,Sand Cordgrass,no,yes,yes,no,yes,yes,late summer,3'-6',3'-6',grass,6,7,8,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPBA,https://plants.usda.gov/plant-profile/SPBA,https://en.wikipedia.org/wiki/Spartina_bakeri,https://www.wildflower.org/plants/result.php?id_plant=SPBA
Spartina patens,Saltmeadow Cordgrass,no,no,yes,no,no,yes,late summer,3'-6',3'-6',grass,7,7,8,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPPA,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPPA,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPPA,https://plants.usda.gov/plant-profile/SPPA,https://en.wikipedia.org/wiki/Spartina_patens,https://www.wildflower.org/plants/result.php?id_plant=SPPA
Sphaeralcea ambigua,Desert Globemallow,no,no,yes,yes,no,no,late spring,2'-4',2'-3',"flower-or-herb,shrub",7,5,5,7,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAM2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAM2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPAM2,https://plants.usda.gov/plant-profile/SPAM2,https://en.wikipedia.org/wiki/Sphaeralcea_ambigua,https://www.wildflower.org/plants/result.php?id_plant=SPAM2
Sphaeralcea angustifolia,Copper Globemallow,no,yes,no,yes,no,no,late spring,2'-3',2'-3',"flower-or-herb,shrub",5,3,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAN3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAN3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPAN3,https://plants.usda.gov/plant-profile/SPAN3,https://en.wikipedia.org/wiki/Sphaeralcea_angustifolia,https://www.wildflower.org/plants/result.php?id_plant=SPAN3
Sphaeralcea coccinea,Scarlet Globemallow,no,no,yes,yes,no,no,late spring,1'-3',2'-3',"flower-or-herb,shrub",7,6,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPCO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPCO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPCO,https://plants.usda.gov/plant-profile/SPCO,https://en.wikipedia.org/wiki/Sphaeralcea_coccinea,https://www.wildflower.org/plants/result.php?id_plant=SPCO
Sphaeralcea grossulariifolia,Gooseberryleaf Globemallow,no,no,yes,yes,no,no,late spring,2'-3',2'-3',"flower-or-herb,shrub",7,3,4,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPGR2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPGR2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPGR2,https://plants.usda.gov/plant-profile/SPGR2,https://en.wikipedia.org/wiki/Sphaeralcea_grossulariifolia,https://www.wildflower.org/plants/result.php?id_plant=SPGR2
Sphaeralcea munroana,Munro's Globemallow,no,no,yes,yes,no,no,late spring,2'-3',2'-3',"flower-or-herb,shrub",7,6,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPMU2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPMU2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPMU2,https://plants.usda.gov/plant-profile/SPMU2,https://en.wikipedia.org/wiki/Sphaeralcea_munroana,https://www.wildflower.org/plants/result.php?id_plant=SPMU2
Spiraea alba,White Meadowsweet,yes,yes,yes,no,yes,yes,late spring,3'-6',3'-5',shrub,7,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAL2,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAL2,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPAL2,https://plants.usda.gov/plant-profile/SPAL2,https://en.wikipedia.org/wiki/Spiraea_alba,https://www.wildflower.org/plants/result.php?id_plant=SPAL2
Spiraea douglasii,Rose Spirea,no,yes,no,no,yes,no,late spring,3'-5',4'-6',shrub,6,5,6,9,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPDO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPDO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPDO,https://plants.usda.gov/plant-profile/SPDO,https://en.wikipedia.org/wiki/Spiraea_douglasii,https://www.wildflower.org/plants/result.php?id_plant=SPDO
Spiraea stevenii,Beauverd Spirea,no,yes,no,no,yes,no,late spring,2'-3',3'-4',shrub,7,7,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPST3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPST3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPST3,https://plants.usda.gov/plant-profile/SPST3,,https://www.wildflower.org/plants/result.php?id_plant=SPST3
Spiranthes cernua,Nodding Lady's Tresses,no,no,yes,no,yes,no,late summer,"6""-20""","6""-12""",flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPCE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPCE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPCE,https://plants.usda.gov/plant-profile/SPCE,https://en.wikipedia.org/wiki/Spiranthes_cernua,https://www.wildflower.org/plants/result.php?id_plant=SPCE
Sporobolus airoides,Alkali Sacaton,no,yes,no,no,yes,no,late summer,3'-6',3'-5',grass,6,5,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAI,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPAI,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPAI,https://plants.usda.gov/plant-profile/SPAI,https://en.wikipedia.org/wiki/Sporobolus_airoides,https://www.wildflower.org/plants/result.php?id_plant=SPAI
Sporobolus cryptandrus,Sand Dropseed,no,yes,yes,yes,no,no,late summer,2'-3',2'-3',grass,7,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPCR,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPCR,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPCR,https://plants.usda.gov/plant-profile/SPCR,https://en.wikipedia.org/wiki/Sporobolus_cryptandrus,https://www.wildflower.org/plants/result.php?id_plant=SPCR
Sporobolus heterolepis,Prairie Dropseed,no,no,yes,yes,no,no,late summer,2'-3',2'-3',grass,5,8,5,8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPHE,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=SPHE,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=SPHE,https://plants.usda.gov/plant-profile/SPHE,https://en.wikipedia.org/wiki/Sporobolus_heterolepis,https://www.wildflower.org/plants/result.php?id_plant=SPHE
Stachys coccinea,Scarlet Hedgenettle,no,yes,no,no,yes,no,late spring,1'-3',"12""-18""",flower-or-herb,7,5,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=STCO,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=STCO,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=STCO,https://plants.usda.gov/plant-profile/STCO,https://en.wikipedia.org/wiki/Stachys_coccinea,https://www.wildflower.org/plants/result.php?id_plant=STCO
Stachytarpheta jamaicensis,Light-Blue Snakeweed,no,yes,yes,yes,yes,no,late spring,2'-4',3'-4',flower-or-herb,7,5,6,8,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=STJA,https://plants.usda.gov/plant-profile/STJA,https://en.wikipedia.org/wiki/Stachytarpheta_jamaicensis,https://www.wildflower.org/plants/result.php?id_plant=STJA
Stenocereus thurberi,Organpipe Cactus,no,no,yes,yes,no,no,late spring,15'-20',6'-15',"shrub,tree",4,7,2,9,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=STTH3,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=STTH3,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=STTH3,https://plants.usda.gov/plant-profile/STTH3,https://en.wikipedia.org/wiki/Stenocereus_thurberi,https://www.wildflower.org/plants/result.php?id_plant=STTH3
Stenotaphrum secundatum,St. Augustine Grass,no,yes,yes,no,yes,yes,N/A,"6""-8""",3'-4',grass,2,4,7,1,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=STSE,https://plants.usda.gov/plant-profile/STSE,https://en.wikipedia.org/wiki/Stenotaphrum_secundatum,https://www.wildflower.org/plants/result.php?id_plant=STSE
Stipa comata,Needle And Thread,no,no,yes,yes,no,no,late spring,1'-3',"12""-18""",grass,5,7,6,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HECOC8,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=HECOC8,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=HECOC8,https://plants.usda.gov/plant-profile/HECOC8,https://en.wikipedia.org/wiki/Stipa_comata,https://www.wildflower.org/plants/result.php?id_plant=HECOC8
Stipa hymenoides,Indian Ricegrass,no,no,yes,yes,no,no,late spring,1'-3',1'-2',grass,5,7,5,6,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ACHY,Wildflower,https://www.wildflower.org/plants/result.php?id_plant=ACHY,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=ACHY,https://plants.usda.gov/plant-profile/ACHY,https://en.wikipedia.org/wiki/Stipa_hymenoides,https://www.wildflower.org/plants/result.php?id_plant=ACHY
Stipa pulchra,Purple Needlegrass,no,yes,yes,yes,yes,no,late spring,2'-4',2'-3',grass,7,7,4,6,ChatGPT,gpt-4-1106-preview,ChatGPT,gpt-4-1106-preview,USDA,https://plantsservices.sc.egov.usda.gov/api/PlantProfile?symbol=NAPU4,https://plants.usda.gov/plant-profile/NAPU4,https://en.wikipedia.org/wiki/Stipa_pulchra,https://www.wildflower.org/plants/result.php?id_plant=NAPU4
